Rooms,Price,Distance,Bedroom2,Bathroom,Landsize,BuildingArea,YearBuilt
4,930000.0,14.6,4.0,3.0,443.0,4.0,
3,1090000.0,14.6,3.0,2.0,784.0,160.0,1960.0
4,947500.0,14.6,4.0,2.0,609.0,16.0,
3,836000.0,14.6,3.0,1.0,695.0,165.0,1970.0
3,1417250.0,14.6,3.0,2.0,653.0,180.0,1950.0
3,980000.0,14.6,3.0,1.0,623.0,119.0,
4,1135000.0,14.6,,,,,
3,1110000.0,14.6,3.0,1.0,690.0,,
2,950000.0,14.6,2.0,1.0,649.0,75.0,1950.0
3,750000.0,14.6,,,,,
4,1140000.0,14.6,4.0,2.0,318.0,242.0,2015.0
3,750000.0,14.6,3.0,2.0,164.0,123.0,2010.0
2,490500.0,14.6,,,,,
3,931000.0,14.6,3.0,1.0,313.0,,
4,1000000.0,14.6,4.0,3.0,581.0,159.0,1960.0
2,655000.0,14.6,2.0,1.0,1202.0,,
4,1200000.0,14.6,4.0,2.0,696.0,214.0,1955.0
3,987000.0,14.6,3.0,1.0,603.0,112.0,1960.0
3,937000.0,14.6,3.0,2.0,534.0,104.0,1960.0
4,1426000.0,14.6,4.0,2.0,720.0,218.0,1950.0
4,1016000.0,14.6,4.0,3.0,272.0,188.0,2000.0
3,910000.0,14.6,3.0,2.0,312.0,,
4,1385000.0,14.6,4.0,2.0,807.0,,
3,905000.0,14.6,,,,,
3,1035000.0,14.6,,,,,
3,785000.0,14.6,3.0,2.0,169.0,,
3,901000.0,14.6,2.0,2.0,558.0,133.0,1955.0
4,1300000.0,14.6,4.0,3.0,743.0,171.0,1973.0
3,975000.0,14.6,2.0,1.0,576.0,121.0,1940.0
4,1070000.0,14.6,4.0,2.0,603.0,140.0,1955.0
2,639000.0,14.6,2.0,1.0,83.0,79.0,1960.0
2,605000.0,14.6,2.0,1.0,180.0,68.0,1980.0
3,960000.0,14.6,3.0,1.0,593.0,115.0,1960.0
3,725000.0,14.6,3.0,2.0,374.0,137.0,1950.0
3,981000.0,14.6,2.0,1.0,601.0,,
3,985000.0,14.6,,,,,
3,975000.0,14.6,3.0,1.0,650.0,,
4,1035000.0,14.6,,,,,
3,805000.0,14.6,,,,,
2,460000.0,14.6,,,,,
3,800000.0,14.6,3.0,2.0,261.0,107.0,1990.0
4,921000.0,14.6,4.0,1.0,592.0,,
3,917000.0,14.6,3.0,2.0,472.0,152.0,2001.0
3,890000.0,14.6,3.0,1.0,698.0,114.0,1960.0
3,1008000.0,14.6,3.0,2.0,1660.0,160.0,1960.0
2,1191000.0,14.6,2.0,1.0,756.0,97.0,1950.0
4,1130000.0,14.6,4.0,1.0,638.0,,1972.0
2,776000.0,14.6,2.0,1.0,209.0,101.0,2002.0
4,1035000.0,14.6,3.0,1.0,688.0,161.0,1950.0
3,920000.0,14.6,3.0,1.0,653.0,,
4,1160000.0,14.6,4.0,2.0,588.0,199.0,2011.0
3,825000.0,14.6,3.0,1.0,538.0,,
3,800000.0,14.6,3.0,2.0,0.0,,1999.0
1,240000.0,14.6,1.0,1.0,0.0,43.0,1970.0
4,1105000.0,14.6,3.0,2.0,220.0,187.0,2015.0
3,1025000.0,8.4,3.0,2.0,301.0,195.0,
3,826000.0,8.4,2.0,1.0,281.0,100.0,1957.0
3,900000.0,8.4,3.0,2.0,194.0,176.0,2010.0
3,930000.0,8.4,,,,,
3,962000.0,8.4,3.0,2.0,283.0,179.0,2011.0
2,800000.0,8.4,2.0,1.0,244.0,73.0,1940.0
3,862000.0,8.4,,,,,
3,863000.0,8.4,,,,,
3,850000.0,8.4,,,,,
3,785000.0,8.4,3.0,2.0,0.0,,2013.0
3,760000.0,8.4,,,,,
4,710000.0,8.4,4.0,1.0,329.0,108.0,1955.0
3,920000.0,8.4,3.0,2.0,296.0,,1910.0
4,940000.0,8.4,3.0,2.0,379.0,172.0,1930.0
3,655800.0,8.4,2.0,2.0,178.0,102.0,2009.0
4,1082000.0,8.4,4.0,3.0,233.0,165.0,2011.0
3,1210000.0,8.4,3.0,1.0,546.0,144.0,1920.0
3,880000.0,8.4,3.0,1.0,557.0,111.0,1950.0
4,1340000.0,8.4,,,,,
1,335000.0,8.4,1.0,1.0,0.0,50.0,2005.0
4,1260000.0,8.4,4.0,1.0,757.0,159.0,1960.0
3,1400000.0,8.4,3.0,2.0,2522.0,195.0,2006.0
3,995000.0,8.4,3.0,1.0,316.0,118.0,1960.0
4,1380000.0,8.4,4.0,1.0,766.0,,
3,1220000.0,8.4,3.0,2.0,311.0,,1920.0
3,785000.0,8.4,3.0,1.0,185.0,,
3,810000.0,8.4,,,,,
3,595000.0,8.4,,,,,
2,962000.0,8.4,2.0,1.0,402.0,94.0,1920.0
4,860000.0,8.4,3.0,3.0,217.0,195.0,
5,1220000.0,8.4,5.0,3.0,681.0,,
3,930000.0,8.4,3.0,1.0,307.0,,
3,930000.0,8.4,3.0,2.0,343.0,,
3,800000.0,8.4,3.0,2.0,0.0,138.0,1970.0
3,1305000.0,8.4,3.0,1.0,357.0,112.0,1900.0
3,1060000.0,8.4,3.0,1.0,600.0,130.0,
2,485000.0,8.4,2.0,1.0,0.0,65.0,2011.0
3,950000.0,8.4,3.0,2.0,224.0,,
2,910000.0,8.4,2.0,1.0,264.0,,
2,780000.0,8.4,,,,,
3,810000.0,8.4,3.0,1.0,390.0,84.0,1970.0
3,776000.0,8.4,3.0,1.0,363.0,,
3,1002500.0,8.4,3.0,1.0,501.0,,
3,807500.0,8.4,3.0,1.0,647.0,157.0,
2,1120000.0,8.4,1.0,1.0,574.0,,
3,950000.0,8.4,2.0,2.0,281.0,,1950.0
4,1620000.0,8.4,4.0,3.0,425.0,233.0,2015.0
3,923000.0,8.4,3.0,1.0,221.0,118.0,1900.0
2,1030000.0,8.4,2.0,1.0,470.0,136.0,1930.0
3,1046000.0,8.4,3.0,2.0,284.0,125.0,1890.0
3,716000.0,8.4,3.0,1.0,268.0,,
2,740000.0,8.4,2.0,2.0,213.0,127.0,2006.0
4,970000.0,8.4,3.0,1.0,619.0,151.0,1915.0
3,735000.0,8.4,3.0,2.0,0.0,162.0,2007.0
2,762000.0,8.4,2.0,1.0,451.0,,
2,485000.0,8.4,2.0,1.0,0.0,63.0,2006.0
3,950000.0,8.4,3.0,1.0,453.0,145.0,1950.0
4,1280000.0,8.4,4.0,2.0,458.0,153.0,1930.0
4,1040000.0,8.4,3.0,2.0,299.0,198.0,2004.0
2,922000.0,8.4,2.0,1.0,301.0,380.0,
5,2415000.0,8.4,3.0,3.0,803.0,293.0,
2,780000.0,8.4,,,,,
4,1115000.0,8.4,4.0,1.0,0.0,163.0,1880.0
3,1675000.0,8.4,3.0,2.0,575.0,,
3,1176000.0,8.4,3.0,1.0,767.0,111.0,1960.0
4,1265000.0,8.4,5.0,2.0,774.0,185.0,1950.0
2,801000.0,8.4,1.0,1.0,343.0,106.0,1920.0
3,1185000.0,8.4,3.0,1.0,771.0,,
3,770000.0,8.4,3.0,2.0,224.0,132.0,2015.0
3,1200000.0,8.4,3.0,2.0,288.0,,
3,993000.0,8.4,3.0,2.0,348.0,158.0,1900.0
3,901000.0,8.4,3.0,1.0,557.0,,
2,650000.0,8.4,2.0,1.0,149.0,62.0,1890.0
3,891500.0,8.4,3.0,1.0,344.0,130.0,1920.0
4,3420000.0,8.4,4.0,2.0,757.0,,1886.0
2,560000.0,8.4,,,,,
3,805000.0,8.4,3.0,1.0,322.0,104.0,1930.0
2,680000.0,8.4,2.0,1.0,229.0,101.0,2000.0
4,827500.0,8.4,4.0,3.0,221.0,,
2,793000.0,8.4,2.0,1.0,144.0,140.0,1995.0
3,988000.0,8.4,3.0,1.0,450.0,,
3,747000.0,8.4,3.0,2.0,753.0,170.0,2005.0
3,910000.0,8.4,3.0,1.0,531.0,,
2,896000.0,8.4,2.0,1.0,297.0,95.0,1900.0
2,890000.0,8.4,2.0,1.0,168.0,90.0,1900.0
3,1199000.0,8.4,3.0,1.0,506.0,,
3,726000.0,8.4,,,,,
3,1100000.0,8.4,3.0,2.0,293.0,,
5,2015000.0,8.4,5.0,2.0,1017.0,,
4,930000.0,8.4,4.0,3.0,278.0,188.0,2009.0
3,1151000.0,8.4,2.0,1.0,571.0,120.0,1920.0
4,820000.0,8.4,4.0,2.0,753.0,204.0,2006.0
2,670000.0,8.4,2.0,1.0,190.0,,
3,1040000.0,8.4,3.0,1.0,595.0,,
4,1316000.0,8.4,4.0,2.0,539.0,,2000.0
2,816000.0,8.4,2.0,1.0,315.0,104.0,1930.0
3,945000.0,8.4,4.0,2.0,487.0,190.0,2017.0
1,643700.0,8.4,1.0,1.0,129.0,45.0,1900.0
2,760000.0,8.4,2.0,1.0,255.0,109.0,1930.0
8,881000.0,8.4,6.0,2.0,663.0,190.0,1920.0
3,900000.0,8.4,3.0,2.0,360.0,168.0,2013.0
3,830000.0,11.2,3.0,3.0,303.0,236.0,2013.0
4,1065000.0,11.2,,,,,
3,780000.0,11.2,3.0,2.0,274.0,,
3,950000.0,11.2,,,,,
3,950000.0,11.2,,,,,
3,1020000.0,11.2,3.0,1.0,650.0,,
1,1330000.0,11.2,1.0,1.0,846.0,,
4,1126000.0,11.2,4.0,2.0,650.0,150.0,1960.0
3,1235000.0,11.2,3.0,2.0,0.0,204.0,2009.0
2,457000.0,11.2,2.0,1.0,0.0,89.0,1975.0
2,660000.0,11.2,2.0,2.0,217.0,113.0,2006.0
3,661000.0,11.2,,,,,
3,770000.0,11.2,3.0,2.0,313.0,145.0,2011.0
3,895500.0,11.2,3.0,2.0,347.0,,
4,1350000.0,11.2,4.0,3.0,747.0,242.0,1985.0
3,820000.0,11.2,3.0,2.0,229.0,180.0,2012.0
3,615000.0,11.2,,,,,
2,617500.0,11.2,2.0,1.0,237.0,,
2,672000.0,11.2,,,,,
2,490000.0,11.2,2.0,1.0,142.0,,
3,800000.0,11.2,3.0,2.0,0.0,,
3,676000.0,11.2,,,,,
3,991000.0,11.2,3.0,1.0,716.0,139.0,1950.0
2,610000.0,11.2,,,,,
3,970000.0,11.2,3.0,2.0,320.0,167.0,
2,657000.0,11.2,2.0,2.0,268.0,104.0,1950.0
2,590000.0,11.2,,,,,
3,710000.0,11.2,3.0,2.0,317.0,140.0,1950.0
3,840000.0,11.2,3.0,1.0,603.0,,
3,975000.0,11.2,3.0,1.0,822.0,,
3,600000.0,11.2,3.0,2.0,164.0,,
4,875000.0,11.2,4.0,3.0,321.0,,
3,785000.0,11.2,3.0,1.0,620.0,,
4,895000.0,11.2,,,,,
3,840000.0,11.2,3.0,2.0,374.0,180.0,1990.0
3,1076000.0,11.2,3.0,1.0,654.0,,
4,850000.0,11.2,4.0,3.0,641.0,,
5,1400000.0,11.2,4.0,2.0,650.0,290.0,2005.0
4,1080000.0,11.2,3.0,3.0,539.0,162.0,1976.0
3,1065000.0,11.2,3.0,1.0,653.0,,
3,1291000.0,11.2,,,,,
3,773000.0,11.2,3.0,2.0,403.0,,
3,700000.0,11.2,3.0,1.0,202.0,,
3,760000.0,11.2,3.0,2.0,198.0,,2008.0
2,1190000.0,11.2,2.0,1.0,650.0,,
3,1015000.0,11.2,3.0,1.0,643.0,125.0,1950.0
3,875000.0,11.2,3.0,1.0,656.0,,1950.0
3,1020000.0,11.2,3.0,1.0,650.0,,
3,773000.0,11.2,3.0,1.0,275.0,,
2,522500.0,11.2,2.0,1.0,167.0,,
4,790000.0,11.2,,,,,
3,1100000.0,11.2,3.0,1.0,655.0,,
2,1007000.0,11.2,2.0,1.0,646.0,,
4,1245000.0,11.2,4.0,3.0,0.0,225.0,1950.0
3,1155000.0,11.2,3.0,2.0,653.0,,
3,746000.0,11.2,3.0,1.0,256.0,,
4,1160000.0,11.2,4.0,3.0,424.0,,
3,740000.0,11.2,,,,,
3,905000.0,11.2,,,,,
3,1105000.0,11.2,3.0,1.0,643.0,119.0,1950.0
2,591000.0,11.2,2.0,1.0,269.0,,
3,960000.0,11.2,3.0,1.0,645.0,,
3,815000.0,11.2,3.0,2.0,203.0,,
4,2920000.0,2.3,4.0,3.0,310.0,276.0,1880.0
3,1635000.0,2.3,2.0,1.0,517.0,,
1,491000.0,2.3,1.0,1.0,0.0,,
2,540000.0,2.3,2.0,1.0,0.0,65.0,1970.0
1,340000.0,2.3,1.0,1.0,0.0,,
2,726000.0,2.3,2.0,1.0,0.0,64.0,1970.0
3,1340000.0,2.3,3.0,1.0,83.0,129.0,1980.0
2,1105000.0,2.3,2.0,2.0,88.0,119.0,2010.0
2,841000.0,2.3,2.0,1.0,215.0,0.0,2000.0
2,528500.0,2.3,2.0,1.0,0.0,74.0,1960.0
2,585000.0,2.3,2.0,1.0,0.0,,
2,645000.0,2.3,2.0,1.0,0.0,,
1,410000.0,2.3,1.0,1.0,1045.0,55.0,2011.0
2,550000.0,2.3,2.0,1.0,0.0,54.0,1975.0
2,470000.0,2.3,2.0,1.0,0.0,,
2,470000.0,2.3,2.0,1.0,0.0,57.0,2006.0
2,475000.0,2.3,2.0,1.0,0.0,,
2,640000.0,2.3,2.0,2.0,0.0,84.0,2006.0
4,1330000.0,2.3,3.0,2.0,246.0,,
2,720000.0,2.3,2.0,2.0,0.0,98.0,1998.0
2,888000.0,2.3,2.0,1.0,0.0,,
3,1325000.0,2.3,3.0,2.0,97.0,139.0,2011.0
1,368000.0,2.3,1.0,1.0,0.0,52.0,2003.0
3,1300000.0,2.3,3.0,2.0,67.0,,2005.0
2,450000.0,2.3,2.0,1.0,1588.0,71.0,1970.0
3,1385000.0,2.3,3.0,2.0,118.0,150.0,1890.0
2,990000.0,2.3,2.0,2.0,584.0,120.0,2008.0
2,440000.0,2.3,2.0,1.0,0.0,,1960.0
2,606000.0,2.3,2.0,1.0,0.0,84.0,2000.0
1,450000.0,2.3,1.0,1.0,0.0,60.0,2012.0
3,1470000.0,2.3,2.0,1.0,232.0,93.0,1930.0
2,591500.0,2.3,2.0,1.0,0.0,,
2,1300000.0,2.3,2.0,2.0,0.0,,
2,1010000.0,2.3,2.0,2.0,109.0,100.0,1900.0
2,1266000.0,2.3,2.0,1.0,161.0,106.0,1960.0
2,620000.0,2.3,2.0,1.0,0.0,69.0,2004.0
3,872000.0,2.3,,,,,
2,700000.0,2.3,,,,,
2,540000.0,2.3,2.0,1.0,0.0,,1970.0
1,420000.0,2.3,,,,,
2,1200000.0,2.3,2.0,2.0,146.0,,
2,630000.0,2.3,2.0,1.0,0.0,75.0,2002.0
2,690000.0,2.3,,,,,
2,560000.0,2.3,2.0,1.0,2300.0,68.0,1975.0
2,800000.0,2.3,2.0,2.0,55.0,,2011.0
2,665500.0,2.3,2.0,2.0,0.0,96.0,2012.0
2,550055.0,2.3,2.0,1.0,1004.0,65.0,1971.0
1,358000.0,2.3,1.0,1.0,649.0,43.0,1970.0
1,320000.0,2.3,1.0,1.0,0.0,45.0,1975.0
3,1000000.0,2.3,3.0,2.0,61.0,170.0,1920.0
2,598000.0,2.3,2.0,1.0,0.0,85.0,2005.0
2,950000.0,2.3,2.0,2.0,0.0,2.0,
3,1065000.0,2.3,3.0,2.0,64.0,,2008.0
2,885000.0,2.3,2.0,1.0,111.0,73.0,1880.0
2,587134.0,2.3,2.0,1.0,0.0,1.0,1970.0
2,1286000.0,5.5,2.0,1.0,245.0,108.0,1890.0
3,1200000.0,5.5,3.0,1.0,215.0,125.0,1920.0
3,1382500.0,5.5,3.0,2.0,286.0,188.0,2007.0
2,630000.0,5.5,2.0,2.0,0.0,,
4,1600000.0,5.5,4.0,2.0,464.0,179.0,1910.0
3,1310000.0,5.5,3.0,2.0,267.0,,1920.0
2,1035000.0,5.5,2.0,1.0,140.0,,
3,1980000.0,5.5,3.0,2.0,613.0,,
2,592000.0,5.5,2.0,1.0,0.0,,
3,1335000.0,5.5,3.0,1.0,520.0,,
3,1710000.0,5.5,3.0,1.0,247.0,160.0,1890.0
4,1590000.0,5.5,4.0,1.0,484.0,,1925.0
3,905000.0,5.5,,,,,
6,2000000.0,5.5,6.0,2.0,772.0,257.0,1992.0
2,466000.0,5.5,,,,,
2,583000.0,5.5,2.0,2.0,0.0,69.0,2011.0
2,418000.0,5.5,2.0,1.0,1882.0,,
3,860000.0,5.5,3.0,1.0,213.0,,
2,650000.0,5.5,2.0,2.0,55.0,100.0,2013.0
3,1280000.0,5.5,,,,,
4,1700000.0,5.5,4.0,2.0,415.0,218.0,1900.0
2,1575000.0,5.5,2.0,1.0,607.0,126.0,1945.0
2,950000.0,5.5,2.0,1.0,191.0,73.0,1920.0
2,641000.0,5.5,,,,,
3,1655000.0,5.5,3.0,1.0,472.0,101.0,1924.0
4,1950000.0,5.5,4.0,1.0,608.0,,1870.0
2,720000.0,5.5,,,,,
4,905000.0,5.5,2.0,1.0,314.0,,
3,1255000.0,5.5,3.0,2.0,259.0,156.0,1910.0
2,601000.0,5.5,2.0,1.0,0.0,,
2,1020000.0,5.5,2.0,1.0,347.0,115.0,1935.0
2,460000.0,5.5,,,,,
1,435000.0,5.5,1.0,1.0,0.0,55.0,1970.0
2,790000.0,5.5,2.0,1.0,136.0,78.0,2000.0
3,990000.0,5.5,2.0,1.0,497.0,,
2,605000.0,5.5,2.0,1.0,0.0,65.0,2000.0
2,1153000.0,5.5,,,,,
4,2270000.0,5.5,4.0,2.0,440.0,,1992.0
1,385000.0,5.5,1.0,1.0,0.0,41.0,1970.0
4,1300000.0,5.5,,,,,
2,900000.0,5.5,2.0,1.0,367.0,,
4,1340000.0,5.5,4.0,1.0,0.0,,
3,1300000.0,5.5,3.0,2.0,379.0,,
2,680000.0,5.5,,,,,
4,1310000.0,5.5,4.0,2.0,282.0,,
2,1112000.0,5.5,4.0,1.0,238.0,,
2,910000.0,5.5,2.0,1.0,229.0,,1900.0
2,520000.0,5.5,,,,,
3,830000.0,5.5,3.0,3.0,55.0,,2013.0
4,2100000.0,5.5,4.0,1.0,0.0,,
3,1102000.0,5.5,,,,,
3,1190000.0,5.5,3.0,1.0,445.0,125.0,1920.0
3,865000.0,5.5,3.0,1.0,184.0,108.0,2006.0
4,2175000.0,5.5,5.0,2.0,573.0,186.0,1890.0
3,1085000.0,5.5,3.0,1.0,610.0,,
1,312000.0,5.5,1.0,1.0,0.0,39.0,1960.0
1,320000.0,5.5,1.0,1.0,0.0,,
2,890000.0,5.5,2.0,1.0,225.0,92.0,1910.0
3,875000.0,5.5,,,,,
5,2700000.0,5.5,4.0,3.0,490.0,331.0,1920.0
2,1101000.0,5.5,2.0,1.0,229.0,99.0,1910.0
2,550000.0,5.5,,,,,
3,926000.0,5.5,3.0,1.0,380.0,,
3,1050000.0,5.5,3.0,1.0,158.0,106.0,1910.0
3,1010000.0,5.5,3.0,1.0,178.0,124.0,2000.0
5,2155000.0,5.5,5.0,2.0,692.0,,1920.0
2,430000.0,5.5,2.0,1.0,0.0,,1970.0
3,1900000.0,5.5,3.0,1.0,522.0,174.0,1910.0
2,888000.0,5.5,2.0,1.0,190.0,102.0,1985.0
2,1020000.0,5.5,2.0,1.0,354.0,97.0,1920.0
3,1160000.0,5.5,2.0,3.0,425.0,,
2,844000.0,5.5,2.0,1.0,174.0,106.0,1995.0
3,1860000.0,5.5,2.0,3.0,448.0,,
3,1676000.0,5.5,3.0,1.0,401.0,,
3,900000.0,5.5,3.0,2.0,608.0,138.0,2012.0
3,1300000.0,5.5,3.0,1.0,328.0,135.0,1920.0
3,810000.0,5.5,3.0,1.0,150.0,119.0,2000.0
2,701000.0,5.5,2.0,1.0,0.0,109.0,2000.0
1,410000.0,5.5,1.0,1.0,0.0,,
2,1255000.0,5.5,2.0,1.0,314.0,120.0,
1,310000.0,5.5,,,,,
3,1215000.0,5.5,,,,,
2,665000.0,5.5,2.0,1.0,120.0,76.0,1975.0
2,1800000.0,5.5,,,,,
2,1085000.0,5.5,2.0,2.0,152.0,120.0,
3,2315000.0,5.5,3.0,1.0,899.0,143.0,1960.0
2,1170000.0,5.5,2.0,1.0,453.0,93.0,1920.0
2,875000.0,5.5,2.0,1.0,0.0,,
3,1715000.0,5.5,3.0,1.0,407.0,143.0,1900.0
3,1396500.0,5.5,3.0,1.0,302.0,,
1,422000.0,5.5,1.0,1.0,0.0,40.0,1970.0
3,1474000.0,5.5,3.0,1.0,304.0,131.0,1910.0
3,1340000.0,5.5,3.0,2.0,165.0,,1997.0
3,980000.0,5.5,3.0,1.0,279.0,,
2,1035000.0,5.5,2.0,1.0,243.0,102.0,1890.0
2,460000.0,5.5,2.0,1.0,0.0,65.0,2009.0
3,1760000.0,5.5,2.0,2.0,403.0,180.0,1920.0
2,700000.0,5.5,,,,,
3,975000.0,5.5,3.0,1.0,274.0,,2006.0
2,1095000.0,5.5,2.0,1.0,306.0,86.0,1910.0
3,1121000.0,5.5,3.0,1.0,0.0,,
1,370000.0,5.5,2.0,1.0,0.0,,
3,1225000.0,5.5,3.0,1.0,307.0,135.0,1910.0
4,2004000.0,5.5,3.0,2.0,569.0,,
2,1211000.0,5.5,2.0,1.0,178.0,100.0,1900.0
5,4300000.0,5.5,4.0,4.0,569.0,,1910.0
3,1400000.0,5.5,3.0,1.0,335.0,,
2,770000.0,5.5,2.0,1.0,129.0,115.0,1975.0
3,1090000.0,5.5,3.0,1.0,318.0,,
4,1830000.0,5.5,3.0,1.0,654.0,,
3,1000000.0,5.5,3.0,1.0,440.0,131.0,1930.0
2,600000.0,5.5,2.0,1.0,671.0,,
2,692000.0,5.5,2.0,1.0,0.0,,2012.0
1,389000.0,5.5,,,,,
3,1620500.0,5.5,,,,,
3,980000.0,5.5,3.0,2.0,195.0,,
2,722000.0,5.5,,,,,
4,1310000.0,5.5,4.0,2.0,355.0,,
2,1050000.0,5.5,2.0,1.0,301.0,100.0,1925.0
4,1100000.0,5.5,,,,,
5,1700000.0,5.5,5.0,3.0,450.0,265.0,1930.0
3,2160000.0,5.5,3.0,2.0,338.0,90.0,1920.0
2,960000.0,5.5,,,,,
3,1610000.0,5.5,3.0,1.0,501.0,,
1,400000.0,5.5,1.0,1.0,0.0,43.0,2014.0
4,1420000.0,5.5,3.0,1.0,465.0,137.0,1890.0
4,1950000.0,5.5,4.0,2.0,489.0,140.0,1910.0
5,1820000.0,5.5,5.0,3.0,344.0,230.0,1939.0
4,1900000.0,5.5,3.0,2.0,537.0,,
3,1080000.0,5.5,2.0,1.0,348.0,130.0,1910.0
2,570000.0,5.5,2.0,1.0,0.0,10.0,1970.0
3,1450000.0,5.5,3.0,1.0,489.0,,1900.0
3,1400000.0,5.5,3.0,1.0,582.0,,1932.0
2,1340000.0,5.5,2.0,1.0,297.0,108.0,1910.0
1,340000.0,5.5,1.0,1.0,0.0,,
4,1300000.0,5.5,4.0,3.0,187.0,,1970.0
4,2340000.0,5.5,4.0,2.0,824.0,231.0,1920.0
2,1634000.0,5.5,2.0,1.0,376.0,109.0,1920.0
2,910000.0,5.5,2.0,1.0,150.0,81.0,1995.0
4,1650000.0,5.5,4.0,1.0,382.0,168.0,1970.0
3,1130000.0,5.5,3.0,2.0,229.0,,
4,3850000.0,5.5,4.0,4.0,1390.0,,1912.0
3,1510000.0,5.5,3.0,1.0,327.0,165.0,1900.0
3,1500000.0,5.5,4.0,1.0,727.0,,1900.0
4,2315000.0,5.5,3.0,2.0,750.0,,
4,670000.0,11.5,,,,,
3,892000.0,11.5,3.0,1.0,757.0,,
2,592000.0,11.5,2.0,1.0,577.0,,
3,647000.0,11.5,3.0,1.0,250.0,,
4,865000.0,11.5,4.0,1.0,696.0,160.0,1955.0
4,1350000.0,11.5,4.0,2.0,590.0,237.0,
4,670000.0,11.5,,,,,
2,476000.0,11.5,2.0,1.0,189.0,85.0,1995.0
4,830000.0,11.5,4.0,2.0,616.0,,1950.0
3,706000.0,11.5,3.0,1.0,715.0,111.0,1960.0
4,920000.0,11.5,4.0,2.0,780.0,179.0,1965.0
2,522000.0,11.5,2.0,1.0,161.0,91.0,2012.0
3,358500.0,11.5,3.0,1.0,0.0,,
4,690000.0,11.5,3.0,1.0,553.0,137.0,1960.0
2,520000.0,11.5,,,,,
4,800000.0,11.5,4.0,2.0,589.0,,
3,770000.0,11.5,3.0,2.0,272.0,138.0,2012.0
5,1100000.0,11.5,5.0,2.0,783.0,223.0,1950.0
3,727500.0,11.5,3.0,1.0,719.0,,
3,600000.0,11.5,,,,,
3,1160000.0,11.5,,,,,
3,925000.0,11.5,3.0,1.0,815.0,,1997.0
2,475000.0,11.5,2.0,1.0,118.0,113.0,2010.0
4,715750.0,11.5,,,,,
3,862500.0,11.5,,,,,
3,651000.0,11.5,3.0,2.0,198.0,113.0,2009.0
3,770000.0,11.5,3.0,2.0,264.0,,
3,900000.0,11.5,3.0,1.0,705.0,,
3,815500.0,11.5,3.0,2.0,790.0,165.0,1940.0
3,770000.0,11.5,3.0,2.0,382.0,173.0,1960.0
3,599900.0,11.5,,,,,
2,585500.0,11.5,2.0,1.0,161.0,86.0,2013.0
4,840000.0,11.5,4.0,1.0,704.0,196.0,1960.0
3,765000.0,11.5,,,,,
4,1005000.0,11.5,4.0,1.0,780.0,,
2,470000.0,11.5,2.0,1.0,138.0,76.0,2009.0
3,810000.0,11.5,3.0,1.0,763.0,93.0,1960.0
3,600000.0,11.5,,,,,
3,675500.0,11.5,,,,,
3,723000.0,11.5,,,,,
2,626000.0,11.5,,,,,
3,590000.0,11.5,,,,,
3,1201000.0,11.5,,,,,
3,550000.0,11.5,3.0,1.0,196.0,,
3,940000.0,11.5,,,,,
4,855333.0,11.5,4.0,1.0,694.0,183.0,1974.0
2,572000.0,11.5,,,,,
5,900000.0,11.5,5.0,2.0,568.0,260.0,1995.0
2,480000.0,11.5,2.0,1.0,0.0,,
4,991000.0,14.7,,,,,
2,1242000.0,14.7,,,,,
2,665000.0,14.7,,,,,
3,680000.0,14.7,3.0,2.0,189.0,123.0,
3,981000.0,14.7,3.0,1.0,646.0,,
4,1100000.0,14.7,,,,,
4,876000.0,14.7,4.0,2.0,535.0,,
3,875000.0,14.7,3.0,2.0,258.0,105.0,1999.0
4,651000.0,14.7,4.0,2.0,214.0,189.0,2010.0
3,802000.0,14.7,1.0,1.0,533.0,120.0,1960.0
3,995000.0,14.7,3.0,1.0,530.0,,
3,885000.0,14.7,,,,,
4,881500.0,14.7,4.0,2.0,581.0,,
9,1380000.0,14.7,,,,,
4,1346000.0,14.7,,,,,
4,980000.0,14.7,,,,,
5,900000.0,14.7,5.0,2.0,558.0,239.0,1987.0
3,782000.0,14.7,3.0,2.0,0.0,,
2,580000.0,14.7,2.0,1.0,428.0,,
2,665000.0,14.7,,,,,
3,937500.0,14.7,3.0,1.0,530.0,,
3,1080000.0,14.7,3.0,2.0,716.0,,
3,1000000.0,14.7,3.0,2.0,575.0,120.0,1960.0
2,800000.0,14.7,,,,,
3,615000.0,14.7,,,,,
3,1235000.0,14.7,3.0,1.0,743.0,,
4,801347.0,14.7,4.0,2.0,567.0,164.0,1970.0
3,765000.0,14.7,,,,,
3,710000.0,14.7,,,,,
3,921000.0,14.7,3.0,1.0,535.0,129.0,1970.0
6,1900000.0,14.7,6.0,2.0,1200.0,181.0,1970.0
2,752500.0,14.7,2.0,1.0,308.0,112.0,1950.0
4,800000.0,14.7,4.0,2.0,558.0,,
4,1225000.0,14.7,,,,,
3,1200500.0,14.7,,,,,
3,1141000.0,14.7,,,,,
3,800000.0,14.7,3.0,1.0,252.0,,
3,1125000.0,14.7,,,,,
3,1067000.0,14.7,3.0,1.0,648.0,122.0,1940.0
4,1310000.0,14.7,4.0,2.0,993.0,,1960.0
3,800000.0,14.7,3.0,2.0,0.0,,
3,1260500.0,14.7,3.0,1.0,774.0,107.0,1950.0
4,676000.0,14.7,,,,,
3,850500.0,14.7,3.0,1.0,531.0,118.0,1962.0
2,625000.0,14.7,2.0,1.0,204.0,,
